column,family,present_in,verdict,canonical,audit_test,usage_scope,reason
breakout_high_14,breakout_high,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_high_2,breakout_high,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_high_20,breakout_high,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_high_200,breakout_high,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_high_3,breakout_high,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_high_30,breakout_high,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_high_5,breakout_high,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_high_50,breakout_high,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_regime_1,breakout_regime,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_regime_10,breakout_regime,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_regime_100,breakout_regime,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_regime_14,breakout_regime,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_regime_2,breakout_regime,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_regime_20,breakout_regime,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_regime_200,breakout_regime,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_regime_3,breakout_regime,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_regime_30,breakout_regime,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_regime_5,breakout_regime,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_regime_50,breakout_regime,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_score,breakout_score,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_strength_1,breakout_strength,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_strength_10,breakout_strength,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_strength_100,breakout_strength,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_strength_14,breakout_strength,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_strength_2,breakout_strength,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_strength_20,breakout_strength,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_strength_200,breakout_strength,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_strength_3,breakout_strength,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_strength_30,breakout_strength,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_strength_5,breakout_strength,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_strength_50,breakout_strength,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_volatility_confirmation_1,breakout_volatility_confirmation,50/50,REDUNDANT_ALIAS,breakout_regime_1,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `breakout_regime_1` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
breakout_volatility_confirmation_10,breakout_volatility_confirmation,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_volatility_confirmation_100,breakout_volatility_confirmation,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_volatility_confirmation_14,breakout_volatility_confirmation,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_volatility_confirmation_2,breakout_volatility_confirmation,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_volatility_confirmation_20,breakout_volatility_confirmation,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_volatility_confirmation_200,breakout_volatility_confirmation,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_volatility_confirmation_3,breakout_volatility_confirmation,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_volatility_confirmation_30,breakout_volatility_confirmation,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_volatility_confirmation_5,breakout_volatility_confirmation,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_volatility_confirmation_50,breakout_volatility_confirmation,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_volume_confirmation_1,breakout_volume_confirmation,50/50,PLACEHOLDER,normalized_price_vol_1,A3,AUCUN,constante (std=0) sur 7/7 symboles audites
breakout_volume_confirmation_10,breakout_volume_confirmation,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_volume_confirmation_100,breakout_volume_confirmation,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_volume_confirmation_14,breakout_volume_confirmation,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_volume_confirmation_2,breakout_volume_confirmation,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_volume_confirmation_20,breakout_volume_confirmation,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_volume_confirmation_200,breakout_volume_confirmation,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_volume_confirmation_3,breakout_volume_confirmation,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_volume_confirmation_30,breakout_volume_confirmation,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_volume_confirmation_5,breakout_volume_confirmation,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
breakout_volume_confirmation_50,breakout_volume_confirmation,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
bull_market_score,bull_market_score,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
bullish_candle,bullish_candle,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
buy_pressure_proxy,buy_pressure_proxy,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
candle_imbalance,candle_imbalance,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
candle_impulse,candle_impulse,50/50,REDUNDANT_ALIAS,expansion_candle_3,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `expansion_candle_3` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
cci_1,cci,50/50,PLACEHOLDER,normalized_price_vol_1,A3,AUCUN,constante (std=0) sur 7/7 symboles audites
cci_10,cci,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
cci_100,cci,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
cci_14,cci,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
cci_2,cci,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
cci_20,cci,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
cci_200,cci,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
cci_3,cci,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
cci_30,cci,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
cci_5,cci,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
cci_50,cci,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
chaikin_money_flow_1,chaikin_money_flow,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
chaikin_money_flow_10,chaikin_money_flow,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
chaikin_money_flow_100,chaikin_money_flow,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
chaikin_money_flow_14,chaikin_money_flow,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
chaikin_money_flow_2,chaikin_money_flow,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
chaikin_money_flow_20,chaikin_money_flow,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
chaikin_money_flow_200,chaikin_money_flow,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
chaikin_money_flow_3,chaikin_money_flow,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
